,ï»¿REGULATING_AGENCY,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,COUNTY,CITY,ZIPCODE,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED
4114,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,1600045,"MCL,  AVERAGE",ARSENIC,.0303 MG/L,0.010 MG/L,10/1/15,12/31/15,1600742,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4115,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,1600046,"MCL,  AVERAGE",ARSENIC,.0297 MG/L,0.010 MG/L,1/1/16,3/31/16,1600742,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4116,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,1600046,"MCL,  AVERAGE",ARSENIC,.0297 MG/L,0.010 MG/L,1/1/16,3/31/16,1600741,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4117,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,1600047,"MCL,  AVERAGE",ARSENIC,0.028 MG/L,0.010 MG/L,4/1/16,6/30/16,1600741,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4118,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,1600047,"MCL,  AVERAGE",ARSENIC,0.028 MG/L,0.010 MG/L,4/1/16,6/30/16,1600742,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4119,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,1700048,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,7/1/16,9/30/16,1600741,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4120,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,1700048,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,7/1/16,9/30/16,1600742,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4121,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,1700049,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,10/1/16,12/31/16,1600741,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4122,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,1700049,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,10/1/16,12/31/16,1600742,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4123,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,1700050,"MCL,  AVERAGE",ARSENIC,0.0137 MG/L,0.010 MG/L,1/1/17,3/31/17,1600741,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4124,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,1700050,"MCL,  AVERAGE",ARSENIC,0.0137 MG/L,0.010 MG/L,1/1/17,3/31/17,1600742,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4125,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,9900002,"MCL,  AVERAGE",ARSENIC,25 UG/L,10 UG/L,7/1/17,9/30/17,9900068,10/30/17,INFORMAL ENFORCEMENT ACTION ISSUED
4126,LPA64 - SACRAMENTO COUNTY,CA3400138,LOCKE WATER WORKS CO [SWS],COMMUNITY,80,42,SACRAMENTO,WALNUT GROVE,95690,9900003,"MCL,  AVERAGE",ARSENIC,0.0243 UG/L,0.005 UG/L,10/1/17,12/31/17,1600741,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4127,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1200018,"MCL,  AVERAGE",ARSENIC,.06542 MG/L,0.010 MG/L,4/1/12,6/30/12,900369,7/11/08,FORMAL ENFORCEMENT ACTION ISSUED
4128,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1200018,"MCL,  AVERAGE",ARSENIC,.06542 MG/L,0.010 MG/L,4/1/12,6/30/12,1100519,1/10/11,INFORMAL ENFORCEMENT ACTION ISSUED
4129,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1200018,"MCL,  AVERAGE",ARSENIC,.06542 MG/L,0.010 MG/L,4/1/12,6/30/12,900370,7/11/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4130,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1200020,"MCL,  AVERAGE",ARSENIC,.0294175 MG/L,0.010 MG/L,7/1/12,9/30/12,900370,7/11/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4131,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1200020,"MCL,  AVERAGE",ARSENIC,.0294175 MG/L,0.010 MG/L,7/1/12,9/30/12,800348,7/11/08,FORMAL ENFORCEMENT ACTION ISSUED
4132,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1200020,"MCL,  AVERAGE",ARSENIC,.0294175 MG/L,0.010 MG/L,7/1/12,9/30/12,900369,7/11/08,FORMAL ENFORCEMENT ACTION ISSUED
4133,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1200021,"MCL,  AVERAGE",ARSENIC,.0301675 MG/L,0.010 MG/L,10/1/12,12/31/12,800348,7/11/08,FORMAL ENFORCEMENT ACTION ISSUED
4134,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1200021,"MCL,  AVERAGE",ARSENIC,.0301675 MG/L,0.010 MG/L,10/1/12,12/31/12,900370,7/11/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4135,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1200021,"MCL,  AVERAGE",ARSENIC,.0301675 MG/L,0.010 MG/L,10/1/12,12/31/12,900369,7/11/08,FORMAL ENFORCEMENT ACTION ISSUED
4136,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1300022,"MCL,  AVERAGE",ARSENIC,.0321675 MG/L,0.010 MG/L,1/1/13,3/31/13,900369,7/11/08,FORMAL ENFORCEMENT ACTION ISSUED
4137,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1300022,"MCL,  AVERAGE",ARSENIC,.0321675 MG/L,0.010 MG/L,1/1/13,3/31/13,900370,7/11/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4138,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1300023,"MCL,  AVERAGE",ARSENIC,.033 MG/L,0.010 MG/L,4/1/13,6/30/13,900369,7/11/08,FORMAL ENFORCEMENT ACTION ISSUED
4139,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1300023,"MCL,  AVERAGE",ARSENIC,.033 MG/L,0.010 MG/L,4/1/13,6/30/13,900370,7/11/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4140,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1300024,"MCL,  AVERAGE",ARSENIC,.033 MG/L,0.010 MG/L,7/1/13,9/30/13,900369,7/11/08,FORMAL ENFORCEMENT ACTION ISSUED
4141,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1300024,"MCL,  AVERAGE",ARSENIC,.033 MG/L,0.010 MG/L,7/1/13,9/30/13,900370,7/11/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4142,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1400025,"MCL,  AVERAGE",ARSENIC,.034 MG/L,0.010 MG/L,10/1/13,12/31/13,900369,7/11/08,FORMAL ENFORCEMENT ACTION ISSUED
4143,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1400025,"MCL,  AVERAGE",ARSENIC,.034 MG/L,0.010 MG/L,10/1/13,12/31/13,900370,7/11/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4144,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1400026,"MCL,  AVERAGE",ARSENIC,.02533 MG/L,0.010 MG/L,1/1/14,3/31/14,900369,7/11/08,FORMAL ENFORCEMENT ACTION ISSUED
4145,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1400026,"MCL,  AVERAGE",ARSENIC,.02533 MG/L,0.010 MG/L,1/1/14,3/31/14,900370,7/11/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4146,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1400027,"MCL,  AVERAGE",ARSENIC,.013 MG/L,0.010 MG/L,4/1/14,6/30/14,900369,7/11/08,FORMAL ENFORCEMENT ACTION ISSUED
4147,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1400027,"MCL,  AVERAGE",ARSENIC,.013 MG/L,0.010 MG/L,4/1/14,6/30/14,900370,7/11/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4148,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1500028,"MCL,  AVERAGE",ARSENIC,.015 MG/L,0.010 MG/L,7/1/14,9/30/14,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4149,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1500029,"MCL,  AVERAGE",ARSENIC,.015575 MG/L,0.010 MG/L,10/1/14,12/31/14,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4150,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1500030,"MCL,  AVERAGE",ARSENIC,.021 MG/L,0.010 MG/L,1/1/15,3/31/15,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4151,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1500031,"MCL,  AVERAGE",ARSENIC,.0255 MG/L,0.010 MG/L,4/30/15,6/30/15,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4152,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1600032,"MCL,  AVERAGE",ARSENIC,.026925 MG/L,0.010 MG/L,7/1/15,9/30/15,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4153,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1600033,"MCL,  AVERAGE",ARSENIC,0.030 MG/L,0.010 MG/L,10/1/15,12/31/15,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4154,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1600034,"MCL,  AVERAGE",ARSENIC,0.0317 MG/L,0.010 MG/L,1/1/16,3/31/16,1600778,1/21/16,FORMAL ENFORCEMENT ACTION ISSUED
4155,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1600034,"MCL,  AVERAGE",ARSENIC,0.0317 MG/L,0.010 MG/L,1/1/16,3/31/16,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4156,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1600037,"MCL,  AVERAGE",ARSENIC,0.033 MG/L,0.010 MG/L,4/1/16,6/30/16,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4157,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1700038,"MCL,  AVERAGE",ARSENIC,0.0297 MG/L,0.010 MG/L,7/1/16,9/30/16,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4158,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1700039,"MCL,  AVERAGE",ARSENIC,0.0309 MG/L,0.010 MG/L,10/1/16,12/31/16,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4159,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1700040,"MCL,  AVERAGE",ARSENIC,0.0303 MG/L,0.010 MG/L,1/1/17,3/31/17,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4160,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1700042,"MCL,  AVERAGE",ARSENIC,27.3 UG/L,10 UG/L,4/1/17,6/30/17,1600779,8/1/17,FORMAL ENFORCEMENT ACTION ISSUED
4161,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1700043,"MCL,  AVERAGE",ARSENIC,29.8 UG/L,10 UG/L,7/1/17,9/30/17,1600779,8/1/17,FORMAL ENFORCEMENT ACTION ISSUED
4162,LPA64 - SACRAMENTO COUNTY,CA3400149,RANCHO MARINA,COMMUNITY,250,77,SACRAMENTO,ISLETON,95641,1700045,"MCL,  AVERAGE",ARSENIC,0.030 UG/L,0.005 UG/L,10/1/17,12/31/17,1400665,11/14/14,FORMAL ENFORCEMENT ACTION ISSUED
4163,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1200042,"MCL,  AVERAGE",ARSENIC,0.02975 MG/L,0.010 MG/L,1/1/12,3/31/12,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4164,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1200042,"MCL,  AVERAGE",ARSENIC,0.02975 MG/L,0.010 MG/L,1/1/12,3/31/12,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4165,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1200044,"MCL,  AVERAGE",ARSENIC,.0275 MG/L,0.010 MG/L,4/1/12,6/30/12,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4166,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1200044,"MCL,  AVERAGE",ARSENIC,.0275 MG/L,0.010 MG/L,4/1/12,6/30/12,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4167,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1200047,"MCL,  AVERAGE",ARSENIC,.02675 MG/L,0.010 MG/L,7/1/12,9/30/12,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4168,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1200047,"MCL,  AVERAGE",ARSENIC,.02675 MG/L,0.010 MG/L,7/1/12,9/30/12,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4169,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1300048,"MCL,  AVERAGE",ARSENIC,.02675 MG/L,0.010 MG/L,10/1/12,12/31/12,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4170,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1300048,"MCL,  AVERAGE",ARSENIC,.02675 MG/L,0.010 MG/L,10/1/12,12/31/12,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4171,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1300050,"MCL,  AVERAGE",ARSENIC,.0275 MG/L,0.010 MG/L,1/1/13,3/31/13,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4172,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1300050,"MCL,  AVERAGE",ARSENIC,.0275 MG/L,0.010 MG/L,1/1/13,3/31/13,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4173,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1300051,"MCL,  AVERAGE",ARSENIC,.02725 MG/L,0.010 MG/L,4/1/13,6/30/13,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4174,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1300051,"MCL,  AVERAGE",ARSENIC,.02725 MG/L,0.010 MG/L,4/1/13,6/30/13,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4175,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1300052,"MCL,  AVERAGE",ARSENIC,.02775 MG/L,0.010 MG/L,7/1/13,9/30/13,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4176,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1300052,"MCL,  AVERAGE",ARSENIC,.02775 MG/L,0.010 MG/L,7/1/13,9/30/13,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4177,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1400054,"MCL,  AVERAGE",ARSENIC,.02533 MG/L,0.010 MG/L,1/1/14,3/31/14,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4178,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1400054,"MCL,  AVERAGE",ARSENIC,.02533 MG/L,0.010 MG/L,1/1/14,3/31/14,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4179,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1400055,"MCL,  AVERAGE",ARSENIC,.02288 MG/L,0.010 MG/L,10/1/13,12/31/13,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4180,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1400055,"MCL,  AVERAGE",ARSENIC,.02288 MG/L,0.010 MG/L,10/1/13,12/31/13,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4181,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1400056,"MCL,  AVERAGE",ARSENIC,.02138 MG/L,0.010 MG/L,4/1/14,6/30/14,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4182,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1400056,"MCL,  AVERAGE",ARSENIC,.02138 MG/L,0.010 MG/L,4/1/14,6/30/14,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4183,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1500057,"MCL,  AVERAGE",ARSENIC,0.01772 MG/L,0.010 MG/L,7/1/14,9/30/14,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4184,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1500057,"MCL,  AVERAGE",ARSENIC,0.01772 MG/L,0.010 MG/L,7/1/14,9/30/14,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4185,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1500058,"MCL,  AVERAGE",ARSENIC,.01897 MG/L,0.010 MG/L,10/1/14,12/31/14,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4186,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1500058,"MCL,  AVERAGE",ARSENIC,.01897 MG/L,0.010 MG/L,10/1/14,12/31/14,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4187,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1500059,"MCL,  AVERAGE",ARSENIC,.01897 MG/L,0.010 MG/L,1/1/15,3/31/15,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4188,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1500059,"MCL,  AVERAGE",ARSENIC,.01897 MG/L,0.010 MG/L,1/1/15,3/31/15,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4189,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1500060,"MCL,  AVERAGE",ARSENIC,.0183 MG/L,0.010 MG/L,4/1/15,6/30/15,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4190,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1500060,"MCL,  AVERAGE",ARSENIC,.0183 MG/L,0.010 MG/L,4/1/15,6/30/15,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4191,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1600061,"MCL,  AVERAGE",ARSENIC,.026 MG/L,0.010 MG/L,7/1/15,9/30/15,900371,10/29/08,FORMAL ENFORCEMENT ACTION ISSUED
4192,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1600061,"MCL,  AVERAGE",ARSENIC,.026 MG/L,0.010 MG/L,7/1/15,9/30/15,900372,10/29/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
4193,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1600062,"MCL,  AVERAGE",ARSENIC,.029 MG/L,0.010 MG/L,10/1/15,12/31/15,1600739,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4194,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1600062,"MCL,  AVERAGE",ARSENIC,.029 MG/L,0.010 MG/L,10/1/15,12/31/15,1600740,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4195,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1600063,"MCL,  AVERAGE",ARSENIC,.02575 MG/L,0.010 MG/L,10/1/15,12/31/15,1600739,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4196,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1600063,"MCL,  AVERAGE",ARSENIC,.02575 MG/L,0.010 MG/L,10/1/15,12/31/15,1600740,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
4197,LPA64 - SACRAMENTO COUNTY,CA3400164,"VIEIRA'S RESORT, INC",COMMUNITY,150,107,SACRAMENTO,ISLETON,95641,1600064,"MCL,  AVERAGE",ARSENIC,.02525 MG/L,0.010 MG/L,1/1/16,3/31/16,1600739,12/31/15,FORMAL ENFORCEMENT ACTION ISSUED
