,phrase,contaminant,date,city,county,title,page_url
243," The caution is warranted; the water is most likely laden with nitrates, phosphates, and other pesticides that could be harmful if ingested.",nitrates,"September 20, 2014","['Fresno', 'Davis', 'San Joaquin', 'Tulare', 'Visalia', 'Monson']",['Tulare'],When The Water Runs Out - Community Water Center,https://www.communitywatercenter.org/when_the_water_runs_out
244," At times, it was down to a trickle, coming out of the faucets and it had high levels of nitrates.",nitrate,"September 18, 2014","['Fresno', 'Worth', 'Dinuba', 'Tulare', 'Yettem', 'Visalia', 'Seville', 'Martinez']",['Tulare'],Seville Has Safe Water! - Community Water Center,https://www.communitywatercenter.org/seville_safe_water
245, For years Seville suffered high nitrates in their 100-year-old water system.,nitrate,"September 18, 2014","['Fresno', 'Worth', 'Dinuba', 'Tulare', 'Yettem', 'Visalia', 'Seville', 'Martinez']",['Tulare'],Seville Has Safe Water! - Community Water Center,https://www.communitywatercenter.org/seville_safe_water
246, The community had been struggling for years with high levels of nitrates and leaky pipes.,nitrate,"September 18, 2014","['Fresno', 'Worth', 'Dinuba', 'Tulare', 'Yettem', 'Visalia', 'Seville', 'Martinez']",['Tulare'],Seville Has Safe Water! - Community Water Center,https://www.communitywatercenter.org/seville_safe_water
247,"""
School Superintendent Chris Kemper notes that because the water is contaminated with nitrates from fertilizer and septic systems, the children are not allowed to drink it.",nitrate,"September 18, 2014","['Fresno', 'Worth', 'Dinuba', 'Tulare', 'Yettem', 'Visalia', 'Seville', 'Martinez']",['Tulare'],Seville Has Safe Water! - Community Water Center,https://www.communitywatercenter.org/seville_safe_water
248," At times, it was down to a trickle, coming out of the faucets and it had high levels of nitrates.",nitrates,"September 18, 2014","['Fresno', 'Worth', 'Dinuba', 'Tulare', 'Yettem', 'Visalia', 'Seville', 'Martinez']",['Tulare'],Seville Has Safe Water! - Community Water Center,https://www.communitywatercenter.org/seville_safe_water
249, For years Seville suffered high nitrates in their 100-year-old water system.,nitrates,"September 18, 2014","['Fresno', 'Worth', 'Dinuba', 'Tulare', 'Yettem', 'Visalia', 'Seville', 'Martinez']",['Tulare'],Seville Has Safe Water! - Community Water Center,https://www.communitywatercenter.org/seville_safe_water
250, The community had been struggling for years with high levels of nitrates and leaky pipes.,nitrates,"September 18, 2014","['Fresno', 'Worth', 'Dinuba', 'Tulare', 'Yettem', 'Visalia', 'Seville', 'Martinez']",['Tulare'],Seville Has Safe Water! - Community Water Center,https://www.communitywatercenter.org/seville_safe_water
251,"""
School Superintendent Chris Kemper notes that because the water is contaminated with nitrates from fertilizer and septic systems, the children are not allowed to drink it.",nitrates,"September 18, 2014","['Fresno', 'Worth', 'Dinuba', 'Tulare', 'Yettem', 'Visalia', 'Seville', 'Martinez']",['Tulare'],Seville Has Safe Water! - Community Water Center,https://www.communitywatercenter.org/seville_safe_water
252, The district will be installing filters on water fountains at the El Camino Real Elementary School to filter out arsenic and nitrates.,arsenic,"September 10, 2014","['Greenfield', 'Bakersfield', 'Camino', 'Lamont', 'Arvin', 'Martinez']",['Kern'],Students in Arvin to get clean water - Community Water Center,https://www.communitywatercenter.org/arvin_schools_media
253, The district will be installing filters on water fountains at the El Camino Real Elementary School to filter out arsenic and nitrates.,nitrate,"September 10, 2014","['Greenfield', 'Bakersfield', 'Camino', 'Lamont', 'Arvin', 'Martinez']",['Kern'],Students in Arvin to get clean water - Community Water Center,https://www.communitywatercenter.org/arvin_schools_media
254, The district will be installing filters on water fountains at the El Camino Real Elementary School to filter out arsenic and nitrates.,nitrates,"September 10, 2014","['Greenfield', 'Bakersfield', 'Camino', 'Lamont', 'Arvin', 'Martinez']",['Kern'],Students in Arvin to get clean water - Community Water Center,https://www.communitywatercenter.org/arvin_schools_media
255,"
One of the Poplar Community Services District’s three wells is unused because it pumps water contaminated with nitrates, said Ryan Jensen, community organizer with the Community Water Center in Visalia, a nonprofit that helps disadvantaged communities meet their water needs.",nitrate,"August 15, 2014","['Fresno', 'Poplar', 'Tulare', 'San Joaquin', 'Ducor', 'San Jose', 'Visalia', 'Berkeley']",['Tulare'],"In dry California, water goes to those who drill the deepest - Community Water Center",https://www.communitywatercenter.org/in_dry_california_water_goes
256,"
One of the Poplar Community Services District’s three wells is unused because it pumps water contaminated with nitrates, said Ryan Jensen, community organizer with the Community Water Center in Visalia, a nonprofit that helps disadvantaged communities meet their water needs.",nitrates,"August 15, 2014","['Fresno', 'Poplar', 'Tulare', 'San Joaquin', 'Ducor', 'San Jose', 'Visalia', 'Berkeley']",['Tulare'],"In dry California, water goes to those who drill the deepest - Community Water Center",https://www.communitywatercenter.org/in_dry_california_water_goes
257,"""
School Superintendent Chris Kemper notes that because the water is contaminated with nitrates from fertilizer and septic systems, the children are not allowed to drink it.",nitrate,"August 08, 2014","['Fresno', 'Worth', 'Tulare', 'Visalia', 'Seville', 'Martinez']",['Tulare'],New Water Well for Seville Residents - Community Water Center,https://www.communitywatercenter.org/new_well_for_seville
258,"
""We have some issues with the quality of water, nitrates primarily but quantity is a big issue so people can flush their toilets, take baths and that sort of thing,"" said Worthley.",nitrate,"August 08, 2014","['Fresno', 'Worth', 'Tulare', 'Visalia', 'Seville', 'Martinez']",['Tulare'],New Water Well for Seville Residents - Community Water Center,https://www.communitywatercenter.org/new_well_for_seville
259,"""
School Superintendent Chris Kemper notes that because the water is contaminated with nitrates from fertilizer and septic systems, the children are not allowed to drink it.",nitrates,"August 08, 2014","['Fresno', 'Worth', 'Tulare', 'Visalia', 'Seville', 'Martinez']",['Tulare'],New Water Well for Seville Residents - Community Water Center,https://www.communitywatercenter.org/new_well_for_seville
260,"
""We have some issues with the quality of water, nitrates primarily but quantity is a big issue so people can flush their toilets, take baths and that sort of thing,"" said Worthley.",nitrates,"August 08, 2014","['Fresno', 'Worth', 'Tulare', 'Visalia', 'Seville', 'Martinez']",['Tulare'],New Water Well for Seville Residents - Community Water Center,https://www.communitywatercenter.org/new_well_for_seville
261, The water district has an old nitrate-contaminated well and cracked pipes that allow sand to flow through residential taps.,nitrate,"August 08, 2014","['Worth', 'Dinuba', 'Tulare', 'Visalia', 'Seville']",['Tulare'],Aging water system gets new well in Seville - Community Water Center,https://www.communitywatercenter.org/new_well_in_seville
262,"
Even before the wells started going dry, Monson residents had to buy drinking water because of nitrate contamination that made made their well water unhealthy to drink.",nitrate,"August 07, 2014","['Monson', 'Tulare', 'East Porterville', 'Visalia']",['Tulare'],Wells in Tulare County Are Going Dry - Community Water Center,https://www.communitywatercenter.org/wells_in_tulare_county_are_going_dry
263," Expect to hear more about bacteria and nitrate contamination, they tell me.",nitrate,"July 14, 2014","['Madera', 'Fresno', 'Stratford', 'Mendota', 'San Joaquin', 'Tulare', 'Seville', 'Parkwood']",['Tulare'],Rural San Joaquin Valley reeling from drought - Community Water Center,https://www.communitywatercenter.org/rural_san_joaquin_valley_reeling_from_drought
264," The community well is old, water pressure constantly drops and the water is known to have high levels of nitrates in it.",nitrate,"July 10, 2014","['Seville', 'Tulare']",['Tulare'],Tulare County trying to fix the water problem in Seville - Community Water Center,https://www.communitywatercenter.org/tulare_county_trying_to_fix_the_water_problem_in_seville
265," The community well is old, water pressure constantly drops and the water is known to have high levels of nitrates in it.",nitrates,"July 10, 2014","['Seville', 'Tulare']",['Tulare'],Tulare County trying to fix the water problem in Seville - Community Water Center,https://www.communitywatercenter.org/tulare_county_trying_to_fix_the_water_problem_in_seville
266,"
Supervisor Allen Ishida noted that Tulare County has the highest nitrate contamination rates for wells in the state.",nitrate,"July 09, 2014","['Worth', 'Tulare', 'Visalia', 'Seville']",['Tulare'],"County seeking $500,000 to pay for emergency water - Community Water Center",https://www.communitywatercenter.org/county_seeking_five_hundred_thousand_to_pay_for_emergency_water
267,"
In 2009, Tulare County assumed temporary receivership of the Seville Water Company, which was dealing with a failing system that included cracked pipes that allowed sand to flow through residential taps, nitrate contamination in the town’s well and a lack of money to fix the costly problems.",nitrate,"July 09, 2014","['Worth', 'Tulare', 'Visalia', 'Seville']",['Tulare'],"County seeking $500,000 to pay for emergency water - Community Water Center",https://www.communitywatercenter.org/county_seeking_five_hundred_thousand_to_pay_for_emergency_water
268,"
On May 30, the California Department of Public Health listed the Seville water system as experiencing a drought-related water emergency, and on June 28 a drinking water warning was issued to residents of the tiny, north-county town after tests showed nitrate levels the well exceeded maximum levels allowed by the state.",nitrate,"July 09, 2014","['Worth', 'Tulare', 'Visalia', 'Seville']",['Tulare'],"County seeking $500,000 to pay for emergency water - Community Water Center",https://www.communitywatercenter.org/county_seeking_five_hundred_thousand_to_pay_for_emergency_water
269," The town's well now is pulling in nitrate-laced water, meaning the system is useless for drinking and cooking.",nitrate,"July 09, 2014","['Fresno', 'Tulare', 'San Joaquin', 'Yettem', 'Visalia', 'Seville']",['Tulare'],"Water crisis in Tulare County's Seville trigger state help, short-term fixes - Community Water Center",https://www.communitywatercenter.org/water_crisis_in_tulare_countys_seville_trigger_state_help_short_term_fixes
270,"
Data on logs also show at what depth wells are perforated to tap into groundwater – a detail that can help reveal how agricultural chemicals, such as nitrates and pesticides, flow from one part of an aquifer system to another.",nitrate,"July 06, 2014","['Morgan Hill', 'Modesto', 'Sacramento', 'Woodland', 'Brea', 'Davis', 'Denair', 'San Joaquin', 'Visalia', 'West Sacramento', 'Peters', 'San Francisco', 'Los Angeles']",[],"The Public Eye: As drought persists, frustration mounts over secrecy of California's well drilling logs - Community Water Center",https://www.communitywatercenter.org/the_public_eye_as_drought_persists_frustration_mounts_over_secrecy_of_california_s_well_drilling_logs
271,"
Data on logs also show at what depth wells are perforated to tap into groundwater – a detail that can help reveal how agricultural chemicals, such as nitrates and pesticides, flow from one part of an aquifer system to another.",nitrates,"July 06, 2014","['Morgan Hill', 'Modesto', 'Sacramento', 'Woodland', 'Brea', 'Davis', 'Denair', 'San Joaquin', 'Visalia', 'West Sacramento', 'Peters', 'San Francisco', 'Los Angeles']",[],"The Public Eye: As drought persists, frustration mounts over secrecy of California's well drilling logs - Community Water Center",https://www.communitywatercenter.org/the_public_eye_as_drought_persists_frustration_mounts_over_secrecy_of_california_s_well_drilling_logs
272," The problem of water contamination in the Central Valley has existed for decades, but the situation is exacerbated by the drought because less water means higher concentrations of nitrate and arsenic (among other contaminants).",arsenic,"June 15, 2014","['Elk', 'Tulare']",['Tulare'],Dried up: Poverty in America's drought lands - Community Water Center,https://www.communitywatercenter.org/dried_up_poverty_in_americas_drought_lands
273," The problem of water contamination in the Central Valley has existed for decades, but the situation is exacerbated by the drought because less water means higher concentrations of nitrate and arsenic (among other contaminants).",nitrate,"June 15, 2014","['Elk', 'Tulare']",['Tulare'],Dried up: Poverty in America's drought lands - Community Water Center,https://www.communitywatercenter.org/dried_up_poverty_in_americas_drought_lands
274," Those who do have water have to deal with pollution from nitrate, which is linked to blue baby syndrome, kidney disease and other maladies.",nitrate,"June 11, 2014","['San Joaquin', 'West Hollywood', 'Visalia', 'Monson', 'Martinez', 'Sutter']",[],Opinion: Why I'm planning to kayak (and walk) America's 'most endangered' river - Community Water Center,https://www.communitywatercenter.org/opinion_why_im_planning_to_kayak_and_walk_americas_most_endangered_river
275, She and her husband use a $900 water filter/robot (it looks like a miniature version of Eve from WALL-E) to remove the nitrates from the water that comes out of their sink.,nitrate,"June 11, 2014","['San Joaquin', 'West Hollywood', 'Visalia', 'Monson', 'Martinez', 'Sutter']",[],Opinion: Why I'm planning to kayak (and walk) America's 'most endangered' river - Community Water Center,https://www.communitywatercenter.org/opinion_why_im_planning_to_kayak_and_walk_americas_most_endangered_river
276, She and her husband use a $900 water filter/robot (it looks like a miniature version of Eve from WALL-E) to remove the nitrates from the water that comes out of their sink.,nitrates,"June 11, 2014","['San Joaquin', 'West Hollywood', 'Visalia', 'Monson', 'Martinez', 'Sutter']",[],Opinion: Why I'm planning to kayak (and walk) America's 'most endangered' river - Community Water Center,https://www.communitywatercenter.org/opinion_why_im_planning_to_kayak_and_walk_americas_most_endangered_river
277," Boiling water may kill things like bacteria and pathogens, but often concentrates other contaminants like nitrate or arsenic, making those problems worse.",arsenic,"May 04, 2014",[],[],What's in Your Water? - Community Water Center,https://www.communitywatercenter.org/whats_in_your_water
278," Boiling water may kill things like bacteria and pathogens, but often concentrates other contaminants like nitrate or arsenic, making those problems worse.",nitrate,"May 04, 2014",[],[],What's in Your Water? - Community Water Center,https://www.communitywatercenter.org/whats_in_your_water
279,"”
Coal ash contains arsenic, mercury, lead, thallium, and other dangerous contaminants.",arsenic,"February 17, 2014","['Pond', 'Jackson', 'Durham', 'Davis', 'Tulare', 'Visalia', 'Elk', 'Los Angeles', 'Salinas']",['Tulare'],Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
280,"
In a 2012 report prepared for the California State Water Control Board, scientists from the University of California at Davis found that about 254,000 people in the Tulare Lake Basin and Salinas Valley are currently at risk for nitrate contamination of their drinking water.",nitrate,"February 17, 2014","['Pond', 'Jackson', 'Durham', 'Davis', 'Tulare', 'Visalia', 'Elk', 'Los Angeles', 'Salinas']",['Tulare'],Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
281," In one of the nation’s most productive farming regions, nitrates from heavily fertilized fields leach into the groundwater.",nitrate,"February 17, 2014","['Pond', 'Jackson', 'Durham', 'Davis', 'Tulare', 'Visalia', 'Elk', 'Los Angeles', 'Salinas']",['Tulare'],Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
282,"
As a result of the current drought, farmers are having to rely on groundwater to irrigate their fields—which inevitably raises the concentration of nitrates in the water left in the ground.",nitrate,"February 17, 2014","['Pond', 'Jackson', 'Durham', 'Davis', 'Tulare', 'Visalia', 'Elk', 'Los Angeles', 'Salinas']",['Tulare'],Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
283,"” Exposures to high levels of nitrates can cause death, miscarriages, and blue baby syndrome, she said.",nitrate,"February 17, 2014","['Pond', 'Jackson', 'Durham', 'Davis', 'Tulare', 'Visalia', 'Elk', 'Los Angeles', 'Salinas']",['Tulare'],Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
284," In one of the nation’s most productive farming regions, nitrates from heavily fertilized fields leach into the groundwater.",nitrates,"February 17, 2014","['Pond', 'Jackson', 'Durham', 'Davis', 'Tulare', 'Visalia', 'Elk', 'Los Angeles', 'Salinas']",['Tulare'],Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
285,"
As a result of the current drought, farmers are having to rely on groundwater to irrigate their fields—which inevitably raises the concentration of nitrates in the water left in the ground.",nitrates,"February 17, 2014","['Pond', 'Jackson', 'Durham', 'Davis', 'Tulare', 'Visalia', 'Elk', 'Los Angeles', 'Salinas']",['Tulare'],Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
286,"” Exposures to high levels of nitrates can cause death, miscarriages, and blue baby syndrome, she said.",nitrates,"February 17, 2014","['Pond', 'Jackson', 'Durham', 'Davis', 'Tulare', 'Visalia', 'Elk', 'Los Angeles', 'Salinas']",['Tulare'],Water in America: Is It Safe to Drink? - Community Water Center,https://www.communitywatercenter.org/water_in_america_is_it_safe_to_drink
287," In adults, long-term exposure to nitrates can lead to the formation of carcinogenic compounds called nitrosamines, believed to contribute to elevate the likelihood of various forms of cancer.",carcinogenic,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
288," A February report from the State Water Resources Control Board identified 31 principal contaminants, including arsenic, uranium, perchlorate and pesticide residues in groundwater serving 21 million Californians.",arsenic,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
289,"
Kettleman’s groundwater is contaminated with arsenic at an average of 12.",arsenic,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
290, Yet an information sheet on arsenic from the California Office of Environmental Health Hazard Assessment suggests that long-term ingestion of arsenic at levels below the legal limit have been shown to increase risk of certain kinds of cancer.,arsenic,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
291,"• Further south, the state’s Central Valley has become a great dumping ground for industrial and agricultural toxins – pesticides, fertilizers and other forms of industrial waste contaminate municipal and private wells with nitrates.",nitrate,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
292,"
The water systems tap into aquifers contaminated with nitrates, a constituent of of synthetic fertilizer and manure, and other agricultural contaminants.",nitrate,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
293," A 2012 report from the University of California at Davis found that 254,000 people in the Salinas Valley and Tulare Basin, two major agricultural regions, are at risk of nitrate contamination.",nitrate,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
294," Of the nitrates seeping into the Central Valley’s groundwater, a full 96 percent comes from the region’s croplands, the report found.",nitrate,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
295,"
According to Peter Weyer, associate director of the University of Iowa’s Center for Health Effects of Environmental Contamination, nitrates are often seen as an indicator of “overall” water quality – and high levels can indicate the presence of other microbial or organic contaminants.",nitrate,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
296," “The problems can go way beyond nitrate in places where there is inadequate filtration,” Weyer says.",nitrate,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
297," In adults, long-term exposure to nitrates can lead to the formation of carcinogenic compounds called nitrosamines, believed to contribute to elevate the likelihood of various forms of cancer.",nitrate,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
298, But if you boil the water you concentrate the nitrates.,nitrate,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
299,"• Further south, the state’s Central Valley has become a great dumping ground for industrial and agricultural toxins – pesticides, fertilizers and other forms of industrial waste contaminate municipal and private wells with nitrates.",nitrates,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
300,"
The water systems tap into aquifers contaminated with nitrates, a constituent of of synthetic fertilizer and manure, and other agricultural contaminants.",nitrates,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
301," Of the nitrates seeping into the Central Valley’s groundwater, a full 96 percent comes from the region’s croplands, the report found.",nitrates,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
302,"
According to Peter Weyer, associate director of the University of Iowa’s Center for Health Effects of Environmental Contamination, nitrates are often seen as an indicator of “overall” water quality – and high levels can indicate the presence of other microbial or organic contaminants.",nitrates,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
303," In adults, long-term exposure to nitrates can lead to the formation of carcinogenic compounds called nitrosamines, believed to contribute to elevate the likelihood of various forms of cancer.",nitrates,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
304, But if you boil the water you concentrate the nitrates.,nitrates,"February 13, 2014","['Tracy', 'Fresno', 'Sonoma', 'Sacramento', 'Mendota', 'Salinas', 'Davis', 'San Joaquin', 'Irvine', 'Tulare', 'Diablo', 'Visalia', 'Seville', 'San Francisco', 'Tehachapi', 'Los Angeles', 'Alta', 'Kettleman City', 'Oakland']",['Tulare'],California's Lingering Drought and Pollution Defy Solutions - Community Water Center,https://www.communitywatercenter.org/california_s_lingering_drought_and_pollution_defy_solutions
305,"”
High levels of nitrate in groundwater sources have plagued the Salinas Valley for years.",nitrate,"February 11, 2014","['Santa Clara', 'Watsonville', 'Monterey', 'Davis', 'Tulare', 'Santa Cruz', 'Salinas']",['Tulare'],Legislation Proposes Funding for Comprehensive Drinking Water Plan - Community Water Center,https://www.communitywatercenter.org/legislation_proposes_funding_for_comprehensive_drinking_water_plan
306,6 million people in the Tulare Lake Basin and the Salinas Valley rely on drinking water that may contain levels of nitrates above the state drinking water standards set by the California Department of Public Health.,nitrate,"February 11, 2014","['Santa Clara', 'Watsonville', 'Monterey', 'Davis', 'Tulare', 'Santa Cruz', 'Salinas']",['Tulare'],Legislation Proposes Funding for Comprehensive Drinking Water Plan - Community Water Center,https://www.communitywatercenter.org/legislation_proposes_funding_for_comprehensive_drinking_water_plan
307,6 million people in the Tulare Lake Basin and the Salinas Valley rely on drinking water that may contain levels of nitrates above the state drinking water standards set by the California Department of Public Health.,nitrates,"February 11, 2014","['Santa Clara', 'Watsonville', 'Monterey', 'Davis', 'Tulare', 'Santa Cruz', 'Salinas']",['Tulare'],Legislation Proposes Funding for Comprehensive Drinking Water Plan - Community Water Center,https://www.communitywatercenter.org/legislation_proposes_funding_for_comprehensive_drinking_water_plan
308,"
“The PWQA is impressed with the good work of the Community Water Center and we applaud their project in Monson, California, which has helped that small community with a useful tool help manage its nitrate contamination problem.",nitrate,"February 06, 2014",['Monson'],[],"PWQA Donates $2,500 to Community Water Center - Community Water Center",https://www.communitywatercenter.org/pwqa_donates_2_500_to_community_water_center
309,"
According to the Community Water Center, a local advocacy group, Diaz’s central California community has dealt with nitrate levels above the national standard intermittently for nine years.",nitrate,"December 09, 2013","['Seville', 'Tulare', 'Davis', 'Visalia']",['Tulare'],A Central Valley Farming Town Copes with Toxic Tap Water - Community Water Center,https://www.communitywatercenter.org/a_central_valley_farming_town_copes_with_toxic_tap_water
